12	89943 6552 52006 136723 37758 153270 102350 146275 48301 72186
13	99969 89657 97730 30566 23623 92961 78365 42675 93937 23634 25499 24928 106464 39217 5507 105802 22789 103400 95296 91394 18291 103289 35467 90057 16551 119637 21025 106850 119377 41896 39096 119966 18481 122069 60251 26366 80790 31033 59390 45061 151575 149592 129557 58349 91165 34915 13679 149592 123261 97767 139768 41432 38915 56351 42095 149933 26164 103948
14	99790 72458 633 28317 65539 36519 101275 102009 96499 66376 102367 44223 61911 94305 84495 80754 106793 104188 34084 104149 86647 111542 107272 108059 27815 1930 105847 82131 100815 79490 23032 102899 33658 115377 58540 114425 110778 3757 114762 19607 134225 60062 136032 7390 120381 133758 137310 135723 123167 135487 43906 31551 131796 129866 137192 117166 126921 52295 132332 114406 124879 109999 95381 126708 137978 128969 79053 139145 138475 63980 141727 142700 147459 146337 41737 143981 140270 91440 142436 71713 35450 141245 14462 150955 63070 47945 148265 145149 131884 13330 144579 59822 140120 24377 152523 132417 148920 138926 140700 26645 41671 68417 140842 149585 152979 133191 144559 51589 142538 146943 152205 128658 107643 58036 82207
15	124327 27030 29286 134220 19608 29158 119735 21807 15101 127677 19657 46166 86080 90367 136377 25928 52479
16	89416 58954 28984 99283 30218 14575 25956 72929 97282 63387 96311 84246 98154 16603 92512 61989 52782 27647 55008 30584 94965 4231 97457 27417 54451 46784 99802 73629 42120 73569 71643 72909 81705 47928 95440 89730 59238 29318 79973 63471 91450 102742 103453 101070 103173 43099 52076 104452 27501 111823 71275 70087 113080 73816 63770 118104 120298 96676 6636 108158 112477 110808 105895 13192 111126 119040 68223 89477 117285 111983 119132 88110 75547 109795 95469 32041 107616 51704 135071 131552 126065 137225 22418 124419 1881 135393 125632 73439 91364 79784 122195 140369 134469 133369 140011 134292 23500 33426 138681 127593 24104 134986 141175 143394 97616 67027 113620 76082 127906 141624 110930 144129 141917 48173 128609 141624 73235 126629 132417 25983 129217 149082 128021 146535 74141 66321 146479 149493 121233 135855 146833 150143 150785 136535 143447 147157 149269 147866 28701 88443 136535 145938 86479 58268 152390 151132 151206 152499 146027 151644 67416 152643 150726 152961 82862 152208 149461 34894 145895 135112 128163 42753 146936 143331 20789 57412 140533 115762 89691 18129 147056 78281 115503 76004 15719 152654 54233 136101 54207 13753 12 28091 144709 91905 152654 146394 153402 66492 71161 43619 48935 90117 69818 12432 67786 146617 33924 95354 121960 95416 46092 100889 63556 153353 92983 147813 67345 128988
18	47587 98905 89145 100433 88561 88963 128447 132417 109105 127976 99253 48175 8413 13831 98534 125861 62808 138719 83021 35072 47024 86294 26187 129278 91841 21131 133360 54923 130263 51895 88079 120051 90030 98107 103763 87596 2134 101511 10443 139811 41862 142421 93720 92853 120162 49256 112337 13578 38851 119576 127659 83337 56391 40371 128590 134433 146012 97468 141257 96701 132555 137127 152328 150971 99879 74211 134810 38644 150749 55462 65717 7374 69377 87348 4037 99431 24766 60496 27992 11459 73743 92572 151065 65632 69412 63955 28561 61409 148845 141328 50883 63296 104070 147680
19	71684 20740 99431 83969 74338 33442 25186 98622 17862 95518 10423 31253 88938 89784 8302 5132 86573 99040 94910 81279 83833 11321 83095 37350 98725 98208 53571 95549 2789 9651 63040 91612 13086 34718 93685 63131 100143 43188 33463 33993 79550 12609 47563 81240 19962 31711 75258 30742 17656 41458 93366 96267 30192 29500 25402 79809 96267 67824 46217 85598 18574 11823 46493 14363 45516 27842 5804 3033 96324 38824 53446 115296 63233 12957 78990 112979 51668 1204 79280 106017 91812 111123 110039 4620 51195 44293 13412 103236 51918 51195 107339 8768 108909 109867 87539 7884 13034 84341 109132 93776 111641 106243 117293 18531 107770 88346 98833 3417 110899 95394 27670 33525 69450 76949 111013 104524 76645 107237 100456 1921 73067 73965 115472 71957 100168 103014 63719 81799 29564 117406 106459 106494 37635 110963 68386 60719 119157 49476 102854 12507 95029 91330 118793 112243 110316 13413 55764 118021 112866 75088 112337 78168 79609 119333 119055 119192 34045 106808 113628 95765 94120 109570 77928 3351 89158 115222 54264 40116 42673 112156 56369 85361 38318 7583 39815 107940 79643 74582 119003 34559 1191 56829 17749 18426 82317 30602 132840 68665 9250 122275 70069 96256 61334 83993 17912 118020 70069 85999 130263 124542 61334 129849 41530 107360 124974 126417 124542 17447 74951 61702 16491 30101 10858 10858 10113 125653 17269 32091 66725 13959 17060 23355 124212 112174 125653 120879 42682 38365 66749 96476 78174 119697 124106 131395 17809 123793 117085 6986 134487 52023 84233 47370 6022 9406 936 134703 108119 70568 28380 126356 11796 78743 74484 14887 133211 14448 129899 90053 73471 132039 97385 129018 135432 136086 66687 125630 136595 126652 20946 7139 20802 19689 136011 136502 136897 138800 104083 137199 21765 140025 135198 25732 122492 98720 29963 5983 56467 78343 105485 68183 38284 135388 67884 134655 135011 78810 19862 51506 47024 90104 116419 7950 16926 111628 137847 68542 140225 140500 133621 21131 139582 117930 85254 29017 103116 24453 3126 89135 13154 142488 101815 134810 16379 37849 106988 133828 140861 13043 4696 147412 146272 147493 111995 144501 149026 145871 84600 151320 147744 77755
20	16002 98621 20090 98635 56709 88646 92214 14202 5938 87766 87733 69412 144154 56915 15989 145768 78334 98807 87819
21	36426 88582 52957 44554 25089 122257 92894 120081 5103 109704 122359 104041 112101 16501 72254 116803 133740 33997 63328 117976 50291 9789 32551
23	94372 100056 49781 95269 78010 19776 101706 32809 33163 97242 61129 82000 137774 134828 18812 145149 116438 27023 12925 144208 142602 102806 152842 130957 136389 131536 142542 152315 131023 104411 128383
24	38646 84428 90982 100789 72413 98460 98498 117433 115459 104019 34346 119583 125883 13668 116399 121748 119377 125466 105080 18691 130770 96401 130829 83547 132417 127217 80243 91310 128100 63743 93661 133758 131777 107272 95839 72563 35130 72447 129012 81202 151794 142649 149861 90708 52455 134677 141249 142649 17742 70575 57353 79284 23999 33811 13757 127351 128895 36755
25	48023 49526 25484 19081 53122 83143 45388 78249 82133 43121 7244 15695 106885 153484
26	24241 33292 36877 123616 28552 45355 127724 85653 77840 95800
27	97740 86135 73445 9354 18474 101564 4124 53406 105295 37357 15635 26789 110235 92635 112699 40649 3937 2107 96399 2985 78221 81831 111865 42724 110554 107539 84388 109779 97166 90311 80856 98654 6819 112760 107033 98735 20421 132603 113596 134565 77666 124462 1724 3604 110862 135984 30769 11622 3485 143626 49368 141846 145130 17047 9649 141967 149667 146543 116604 151299 120762 153256 137632 49888 6659 146 12010 150582 45101 140981 8353
28	83134 14116 28877 45975 20266 78584 11304 100800 75339 38626 35407 122450 110983 52759 73675 4633 20086 36423 37089 123205 7828 107007 22280 12214 88559 60934 116829 30872 65594 143070 139223 145371 89361 47068 142979 22143 77936 7296 145536 96834 84138 127936 96417 136448 104780 75108 142771 149591 139046
29	26468 35529 45689 59979 125337 33292 7499 102291 32667 15878 8878 8756 130830 126957 108363 36346 10696 110252 124015 45444 136614 31682
30	608 5568 2555 15611 124602 9100 23255 132568 20728 13691 95778 33459 103638 148989 71456 115500 129214 109704 54334 56805 21282 13352 22131 74175 152625
31	22354 11236 57813 12077 652 109590 31618 83514 26517 70261 100991 6032 72687 30511 13872 43059 70131 92849 1587 77480 110235 105828 94549 113957 75844 30738 116162 1297 43361 13628 5956 76433 6457 146043 144526 44730 146148 15577 51240 146610 29726 119097 113655
32	9581 91637 23186 96130 100556 29110 3570 57616 4017 96745 83772 78608 53343 57481 12035 97834 90329 46922 30584 91101 48411 19931 56675 101549 28500 54455 102942 107627 104863 30973 108187 101884 105335 102603 91055 13641 36740 109341 102941 12999 5075 90011 105033 105691 22656 106462 92988 58415 105333 104130 103125 57769 68224 54899 74559 74706 109771 54914 107868 97414 110911 14495 95560 110971 109918 75632 109245 111144 109162 30340 101410 85854 86474 116611 118232 114074 121290 112506 85619 122631 122631 110239 124480 60854 110239 125251 125754 11140 140446 47321 36557 138868 141186 19851 56186 130020 9613 140529 80052 140112 58510 2396 65317 137689 79784 137673 140214 140220 4628 134906 100358 88875 107836 4331 99887 132145 74397 136583 139661 135575 45711 74700 126774 128988 130929 54029 145109 138303 136991 74638 100902 23888 138167 12826 75178 127577 140011 96288 142575 142648 59235 140510 139869 120931 96373 41122 120381 96208 80088 28000 30011 96373 11109 2429 147839 147730 147591 39172 139921 125957 148971 85057 67089 146403 15813 147395 144984 151425 120579 147245 57171 39578 18302 28119 150366 141672 9668 150363 151182 128324 101287 148341 149850 77549 117069 137601 148968 143824 142927 77785 26645 149861 101644 142939 6754 151007 7693 3277 138432 3793 11034 149312 151579 21031 10023 125264 148279 32271 29994 37165 15161 128100 62973 16592 88411 36291 3946 12601 20985 150424 150202 141655 96415 7014 85944 46457 34416 3074 14627 143281 22084 152065 18159 87221
33	79533 25307 98799 20920 109229 113655 114634 92443 104772 92949 116593 111786 87210 105705 106574 71580 51893 96219 131661 118930 132417 131978 131393 20700 54913 132584 101564 93524 137288 46593 135441 117067 35878 125225 45985 19218 112798 132369 110630 68683 91786 148190 143403 138859 148211 142659 142768 19964 123481 134597 79025 148168 143069 72309 142217 145468 2671 135467 149198 134231 112415 68701 69747 147963 86841 147976 144603 119563 143024 152252
35	100614 3990 72974 72505 81444 47587 23403 89726 112349 29110 102921 102443 81839 62581 74704 81440 61838 102998 93015 33397 106204 67419 11796 111219 105649 113025 101138 81617 110605 116926 99645 120206 55080 105017 96495 113108 111672 117740 32242 121583 126309 117297 104041 57724 45689 114436 105576 19608 43914 132417 124119 134105 131197 73748 46157 22131 133159 36280 132784 136897 82689 75929 10482 81533 54773 135374 118734 142444 43266 16731 81154 139634 144260 16639 139682 123200 137854 144286 36755 146656 96080 71889 36755 145954 130816 95997 141131 86009 148339 11263 28737 153366 35917 126161 70448 150445 83797 85144
37	85839 32089 71580 31434 44712 83201 8052 11305 12328 50878 28374 81963 1474 100299 12579 38407 94580 61379 67415 11734 11565 71241 98692 36793 39939 68137 7381 89397 101962 55070 80458 11562 29862 97350 92383 46995 104878 107247 97541 6452 101238 6723 99723 102883 22238 64214 105488 90317 107829 97691 103727 108711 107902 4402 107053 88224 91786 98735 37138 8445 109994 111478 88197 88139 79618 8169 14165 91390 77179 102630 949 49186 7617 33559 106035 57806 113382 114163 110924 100656 103021 66471 90826 111188 44114 110361 101564 107163 79175 93003 5691 83027 115125 84012 106166 81053 99942 49015 115125 107493 114869 43367 103397 101358 106280 40708 47118 105186 42179 108576 104445 115369 108075 108492 112964 9508 81989 69953 74854 100897 102804 29883 106850 109736 35997 117118 109158 113655 69397 58762 106679 112400 99846 83673 6095 38942 76654 120658 122676 116340 112210 106966 121193 37619 106885 114673 45527 123022 116745 123441 106153 35722 57224 120141 106012 123031 125536 118742 125600 109984 119700 124805 105441 122473 123918 120102 125513 94576 86165 121938 123655 99452 110967 111375 118058 57250 100194 118119 122436 17644 16990 25374 72200 24738 122815 119565 96676 117712 127312 126520 119603 15642 44493 53697 112851 125902 35126 1070 111713 125792 120798 124651 114583 78149 118612 64960 121769 86844 20758 105787 122712 39319 83112 38874 63645 123329 98915 101451 127266 125498 84995 80860 60290 112214 129232 78564 96829 103932 135683 135396 123646 106171 124462 123484 132258 137362 136180 33626 115836 43953 128518 135252 65558 132354 132417 137977 132364 136441 75114 138158 35878 134602 83956 143310 7290 135441 131212 141869 49292 8099 134909 49939 83219 128731 30631 43743 28219 24604 49939 27718 142574 52944 141842 145317 135314 35114 136433 13766 145976 125750 136068 138696 9854 143034 130810 129313 143834 144969 143088 140056 85926 94407 11808 143462 146257 146074 126401 136102 27599 128945 136354 29888 144321 88776 126804 10676 134074 107822 131186 20989 122155 91151 135998 147644 148211 134809 145277 139360 149468 99822 146496 144603 144458 146399 13884 152915 151889 28206 150024 149004 148711 79812 148477 59960 153329 83143 149377 144677 146945 146062 14674 29190 13896 8124 150751 15005 75031 120185 21868 83006 5512 5831 107482 4735 139734 145540 143428 148431 145179 45502 121032 147707 128732 153286 4647 50882 6298 15585 147223 77533 116767 82925 152351 3207 136644 139829 12791 31075 6659 74695 44680 28630 15403 22133 43023 83914 109229 63780 148299 146825 126501 72562 64832 149529 11603 44301 23463 67479 87755 33152 61091
38	1386 30987 76936 60467 99353 105780 107825 108639 107272 31336 17011 102261 90017 67420 102169 43797 118770 42167 45689 119322 14299 41795 114714 124879 67419 12746 132417 134427 132416 135496 125534 136422 91441 144502 140778 136857 147263 48589 62618 91215 139368 147724 71191 147755 113347 32207 6971 145559 146305 46889 139087 93842 119992 52510 147489 40571 22532 121103 147876 126309 52219 77783
39	95178 95178 97951 95229 87710 41844 94715 95766 73153 94016 94860 9859 85853 56737 45775 80584 65327 23083 86073 99421 43109 87269 101247 100870 84010 88109 48211 104380 56871 91307 103837 50676 89206 17858 106847 108154 107683 108685 54257 95209 90519 8355 47621 105916 104488 110782 49995 73307 28424 76059 108358 106383 75318 62046 49684 121315 95999 124150 115167 122138 96676 105582 126607 124150 109952 81850 138846 136185 146338 143467 144732 40571 127852 115590 133327 13122 143034 145289 129683 87190 63987 119074 129958 44471 144763 128021 141885 142587 113709 137222 153207 149580 75055 131396 146840 143246 120125 152049 95918 149444 98980 152229 151980 90909 95846 138687 153047 141440 150971 152374 145999 145640 45648
40	82456 103304 108499 89129 98037 71098 76717 109431 90638 137192 139863 75216 138884 151298 153360 150218 147319
41	30658 62646 3105 56456 12145 50865 16247 32691 6712 70220 45522 31615 11110 34384 46887 68482 96676 22006 84030 121231 45925 67476 2184 119368 68229 996 2614 10519 110043 131464 15238 20755 4881 50305 140601 29286 94475 11535 20764 139635 150241 148339 144673 57628 9249 72277 150485 147255 148504 145933 151134 149626 13574 13574 68830 141672 144572 13559 136368 77755 11061 152285 3861 35941 70511 152703 112009 29879 30607 28541 70344 4065 102649 115179
42	62256 29352 42043 94778 92383 84300 99214 21410 24592 58067 104204 105462 16225 39723 79682 7257 42499 2752 110554 110289 51287 55945 65946 113385 45621 88707 83313 116498 109541 32670 28813 131215 135629 63579 56062 109353 147644 26536 151512 49482 57068 153054
43	112979 33363 23286 121632 123205 117990 60152 77566 68052 121526 25380 121891 71681 65148 91780 120833 20712 42412 95690 112581 50317 74458 84870 4897 55427 67608 50000 88716 147117
44	60181 40829 11802 79374 82089 30643 62810 37018 91734 57713 102962 78746 9100 49346 35692 54227 37933 59199 62853 66825 69459 95130 56398 52400 60802 79941 105176 38779 33620 8222 107990 51822 78591 32681 69007 79025 85174 95391 123646 61494 121619 53494 45502 95612 101646 68901 83931 136595 83006 24551 134695 55070 14301 26516 93275 22082 82544 64867 6036 89214 68076 13611 126799 119557 50480 111123 40000 47441 137805 52809 42437 126988 77061 2688 59197 22385 83515 38913 42017 131256 126596 34766 53459 109559 53406 28392 58867 40402 26873 52023 24986 33512 31355 145190 88809 135619 41487 38505 28981 101815 59054 133211 79889 44747 48584 110769 56307 57846 66917 90141 65478 97956 71485 23570 140844 121481 27670 21375 65767 146172 57968 102934 84292 11198 13847 124462 147661 49273 129218 68835 69412 79550 1874 89029 45230 17010 58401 134453 37716 38286 55075 143468 5440 87819 144049 125352 6391 38625 52617 19168 151096 52079 79958 95635 107985 48821 139506 56172 46740 38235 48821 59634 5786 48378 63603 91269 30763 10394 52683 141904 78878 45000 131891 48568 44362 50760 12518 55001 86847 25227 67202 69092 70549 30673 29659 118195 115625 118195 115625 24257 22448 13268 130963 136695 27552 81291 60356 30267 74895 5320 13551 48161 6796 152215 47053 100652 40407 26944 7648 25690 63302 141200 24767 147375 16441 9583 41888 113258 83640 147618 31126 118793 72508 11693 130417 65946 136943 14020 4994 2707 81795 4073 76094 110426 48516 130030 7535 112705 15596 34612
46	57779 55068 56684 94772 91974 83006 90312 57728 54051 87626 92572 99080 51643 93402 39860 61458 99048 99837 33079 37010 61760 83792 63085 108665 112979 60890 75611 106988 64935 76253 47009 111883 45170 110376 92724 81870 87801 48052 115472 102819 59049 101646 55168 117098 89306 117712 51822 84387 40000 92435 100538 93950 109946 101651 115272 90703 105079 101815 83159 111123 61119 58304 51604 67901 96829 106570 86390 92383 103235 97956 114775 114860 92592 49500 115319 47572 117930 81608 58589 53755 87444 98326 79936 116498 44271 98667 127312 131215 113082 109744 60244 51252 61812 125194 90115 36487 81329 33481 124113 65039 68253 125667 140096 140277 140998 52642 135661 141617 61416 135171 64366 141103 134453 131805 130864 100110 87633 132039 115836 92251 135293 104038 135388 88522 74219 37516 71741 94673 81041 49192 66593 128127 78529 45789 88326 46439 143101 141980 83144 128451 66580 78482 136962 47347 129899 49482 81926 76098 97691 79889 36403 120477 88018 124032 80089 126839 142544 118894 135862 129623 76663 49221 132259 64120 147644 146557 96213 41854 78774 49892 37424 90975 145768 55070 151096 46740 40253 151728 84300 81607 69602 153318 75723 50439
47	100347 77387 85935 107152 108414 60539 128866 118387 59932 28209 78892 117974 81286 134044 144811 130380 140936 12024 18647 59162 77076 67779 21682 140432 10097 134066 62755 84429 146574 141914 97765 118455 106419
48	90900 73527 65869 95950 41784 81188 30378 98690 94802 93660 94488 102170 71364 102089 24348 77780 59057 7462 94960 72505 110252 45669 83608 71202 103054 114957 28943 56817 109216 43319 102577 111494 89372 4423 116237 128947 102887 125972 103596 81179 80128 38519 121050 130101 71297 117734 114982 16698 54427 58890 91621 93310 2142 146012 85154 133943 76043 92895 54746
49	46793 37229 33287 91496 61477 95565 106948 112099 109610 98938 108579 120289 84261 39466 20106 111032 120929 123844 119913 120586 134941 49332 57362 143348 13298 142584 113000 113719 136116 59556 143137 120715 143356 14730 15985 2585 26847 124156 87053 146534
50	90029 41128 72462 16362 33286 82557 12034 86743 63213 8495 132323
51	3284 91654 97783 96320 61361 83849 84576 90553 88183 88260 57269 1310 3213 34303 9764 2774 99383 25387 88571 1100 91851 1741 100743 42320 11025 92991 52781 81167 4596 35454 11706 338 27449 87869 963 54828 83535 71327 3757 90167 22115 96416 14826 32658 100935 93142 75738 101757 10499 47 43671 102576 101677 102363 48100 31270 101759 102942 102867 4601 50471 107130 14428 7681 29926 65232 105448 43175 11482 104419 108639 112620 119125 112578 106670 112489 113376 12616 118355 107272 118350 115459 68388 106847 102954 10857 118949 106745 86813 115806 109483 103059 117071 39286 103190 110926 110167 117671 120205 59002 113135 117716 109457 48162 120299 119661 105017 111747 105651 94718 3152 1770 19302 37182 96676 70639 117413 118171 3990 60829 122232 1438 31518 116226 117640 116891 53551 121195 108882 117836 1899 111824 102651 111376 118901 113029 108222 29 124421 58796 127191 110522 65098 127880 101372 102013 90029 129170 134427 126018 133409 10622 126929 138351 138867 140804 147162 148505 149249 149861 151408 140422 133176 144723 22977 3409 131331 7655 90252 149295 150703 135192 150441 150690 148981 151024 145399 132301 141887 132290 147195 150302 144308 123302 133299 94915 137514 4940 145561 149777 149060 130436 146936 144913 141454 148322 70877 152842 149798 150661 140264 132585 148497 151588
52	91414 96883 18544 17873 24086 104419 33446 117836 14071 72161 54626 121959 47729 126202 109961 103190 41762 68293 110592 117430 45083 72615 130396 54059 136490 145165 131985 144817 76394 110363 131985 142956 141492 148339 150797 126487 147541 147110 118311 153354 104019
53	15910 31211 70840 33421 79581 77938 28260 100959 5548 59281 18299 53118 100573 30731 102737 26750 21543 103850 62627 92535 104019 113036 98489 9076 102067 102756 64820 82549 92872 111948 84825 13221 12671 117672 104397 105577 2693 119189 119960 45565 45909 118171 81090 114748 113718 101114 43913 3109 114077 113238 10334 7954 95254 52772 116130 43668 29260 109733 115266 102346 12547 29865 96194 84540 114305 93977 11679 14377 54851 22486 69157 56072 18655 111219 1658 120640 91128 29938 15456 92909 119259 121860 127138 110657 17807 53230 109296 117183 122086 36702 124692 100742 46947 27402 103573 23113 121586 59494 118024 9077 1 119985 83298 94252 112845 86520 127856 16017 128099 73017 43281 10211 39771 5846 132290 99212
54	33286 9892 12575 99270 100700 85502 75048 86572 43443 93742 11676 51258 101188 98037 8330 69907 61197 28866 43204 62393 107435 108193 104019 113110 114687 92909 37996 112101 39279 53469 93936 103426 5471 125726 125705 124049 122259 24748 66269 70854 68887 21667 119232 112878 42164 122046 66160 133036 6711 135920 119812 135360 134888 114664 71251 134018 134198 126280 82888 133485 117232 129483 130293 1394 120609 120609 138444 124934 140480 91215 141585 77137 8365 46920 3337 141767 143294 17691 143089 141998 79497 147085 12616 23875 153546 134606 146526 151573 15316 122829 151263 23305 61786 9668 107518 152255 36742 4762
55	62368 29170 82428 74828 107505 12746 78015 102577 108629 96676 68358 99918 101831 79997 111395 80526 117990 124879 94460 72203 115028 117505 90665 83740 113670 73972 89444 19345 118158 112260 88963 6124 124469 39866 126990 122273 113955 93852 106640 106419 104019 86728 26962 94280 110926 120125 81666 103062 126484 33159 123321 130298 92673 55271 92106 141365 144025 137057 89352 36755 110046 152735 148771 137007 82243 43843 130957 55052 21682 54331 130915 34934 152328 43462 122161 150971 147431 149137 50759 86696 64547 78549 14696 52174 144942 83812
56	92403 66529 32465 93008 28229 101942 6923 42632 110844 99548 99070 120632 121583 41062 122883 10892 22664 125975 124019 90515 119598 10164 19992 34856 117761 18220 63620 129350 82588 81861 122105 37209 14202 68229 134132 80415 136595 128453 130254 134052 98148 99194 43514 73435 123825 9589 139682 116155 2614 13600 133299 140000 140000 148505 142480 144566 148504 140389 145131 27767 153276 103089 50644 153366 97276 70511 145011 152831 149112
